INPUT:ns,INPUT:year,INPUT:split,INPUT:attack,INPUT:rev_id,INPUT:sample,INPUT:comment,INPUT:is_gold,INPUT:is_main,INPUT:is_train,INPUT:q_attack,INPUT:is_attack,INPUT:logged_in,INPUT:q_article,INPUT:is_article,INPUT:q_baseline,INPUT:is_baseline,INPUT:other_attack,INPUT:quoting_attack,INPUT:text_wordcount,INPUT:recipient_attack,INPUT:in_out_radio_gold,INPUT:is_subset_balanced,INPUT:third_party_attack,OUTPUT:worker_uuid,OUTPUT:in_out_radio,OUTPUT:screen_width,OUTPUT:screen_height,OUTPUT:page_started_at,OUTPUT:pb_in_out_radio,OUTPUT:reading_timelog,OUTPUT:attack_in_out_radio,OUTPUT:article_in_out_radio,OUTPUT:pb_judgments_timelog,OUTPUT:page_started_at_string,OUTPUT:attack_judgments_timelog,OUTPUT:article_judgments_timelog,OUTPUT:instructions_reading_time,GOLDEN:worker_uuid,GOLDEN:in_out_radio,GOLDEN:screen_width,GOLDEN:screen_height,GOLDEN:page_started_at,GOLDEN:pb_in_out_radio,GOLDEN:reading_timelog,GOLDEN:attack_in_out_radio,GOLDEN:article_in_out_radio,GOLDEN:pb_judgments_timelog,GOLDEN:page_started_at_string,GOLDEN:attack_judgments_timelog,GOLDEN:article_judgments_timelog,GOLDEN:instructions_reading_time,HINT:text,ASSIGNMENT:link,ASSIGNMENT:assignment_id,ASSIGNMENT:worker_id,ASSIGNMENT:status,ASSIGNMENT:started,ASSIGNMENT:submitted,ASSIGNMENT:accepted,ASSIGNMENT:reward,job_id,condition,decision_time,decision_time_attack,decision_time_article,page_number,included_gold,judgment_correct,max_page,reading_time
user,2012,train,0.7,496242888,blocked,"`Hey Malik Shabazz- how's it feel to know I played you like a fool? This dumb racist wannabe-Jew moron actually thought he was having an intellectual discussion with ``ElliotJoyce`` when ``ElliotJoyce`` was none other than ``Vost``, the same user that had ripped Malik Shabazz a new asshole months earlier. But you know what the funniest part of all this is? I WIN. I literally have about 17 other accounts that have absolutely nothing to do with ``Vost``, ``ElliotJoyce``, or ``Accreditor``, and I've used those accounts to transform Wikipedia articles to match my tastes, which usually means countering the racist garbage from pseudo-intellectual cancers like you sweety. See, from all of the edits I do, you dumb idiots pick up only a fraction to revert- while I've been keeping you busy with Vost socks (which itself is a sock of another account), I've committed over 200 edits under the radar from special-proxy rotations in the last 4 days. I have 2 admin accounts, 5 non-admin accounts of previously active users which I've since been able to commandeer (more on this later), and about 10 standard self-created accounts. What's even more hilarious is that the reverts engendered by my socks usually cause enough notice to the article that I don't even have to do anything to get my views to dominate: I let other users add fuel to the fire that I started. But you know what the absolute kicker to all of this is? I got you, yes you, you Jew-wannabe, black racist cancer smear, to violate numerous Wikipedia policies and your own Wikipedia philosophy by going after me, vendetta style. I BROKE YOU ON YOUR OWN TERMS. And even after all that, my major points and edits prevailed. I win, and considering that your power level on Wikipedia is considerably more entrenched than my own, my victory is that much more devastating. The IP I'm using at the moment, courtesy of the 24-hour computer lab in my dorm, is about 1 of thousands of batch IPs I have access to, which gives me even greater security and privilege to spread myself over Wikipedia in case my special proxy rotation is ever categorized as a proxy, and thus blocked. Oh, and regarding the commandeering of accounts: graphical analysis password bypass and deconstruction (GAPBAD) is a rather effective means to obliterate CAPTCHA; its use is only feasible at specific time intervals when security measures on the target fluctuate or do not register properly. Guess which account is getting targeted next as soon as Wikipedia undergoes its next server hash? ). You've been warned in advance. Just remember: I win. You can't do anything to me. Go back to being a Jew-wannabe sweety. Jews are white, not black. Remember that too- that's why you're not accepted and never will be accepted by mainstream Judaism or Western society as Jewish. OWNED. How's that taste? L M F A O.`",,1.0,,True,1,False,False,0,True,1,0.0,0.0,485,0.7,1-0,1,0.1,9969bb5d-23e5-eb2b-cc97-348d3c85021c,1-0,1745,810,1574696621773,,"{""9681754"":105,""399681881"":0,""496242888"":19}",1,,,,"[{""time"":""2019-11-25T15:46:33.502Z""}]",,,,,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbf6a8e5ae53011e000fd6,000084cbad--5ddbf6a8e5ae53011e000fd6,f778ff268645cefccc123daff4e5fdbe,APPROVED,2019-11-25T15:43:36.733,2019-11-25T15:46:31.978,2019-11-25T15:46:31.978,0.09,8702893,attack,17.329,17.329,,6,1,True,6,19
user,2006,train,0.6666666667,65464049,blocked,"`Sockpuppet or not, which I don't see any sockpuppet tags on, its still not an excuse for uncivil behaviour. There is no excuse for uncivil behaviour. NEWLINE_TOKEN::::::Of course it doesn't have sockpuppet tags on. It's brand new, created for the sole purpose of vandalization. It's somebody breaking the rules. And BTW, I was not being uncivil. It wasn't a threat, it was a very specific promise of how I would follow up with his continued disruption, and I will.  You are being uncivil by continuing to harrass me, and also unreasonable in thinking somehow a sockpuppet created for the sole intention of vandalization actually can have its feelings hurt. This is what I would at this point consider the end of the discussion. Anything else would be a sign of uncivility.  NEWLINE_TOKEN:::::::I'm not being remotely uncivil. I left a message and asked you not to be. You've now continued your uncivil behaviour by blanking warnings from your talk page. Promise or threat amounts to the same uncivil behaviour. There was no reason to threaten them with an IP ban. NEWLINE_TOKEN::::::::You are attacking me with warnings and attempting to set me up for behaving in an uncivil manner so you can complain about me, probably to subvert the vote for deletion against the Michael Everson article. You responded to my warning the vandal about his vandalism so quickly, it raises my suspicion that it may be in retaliation for my very quick reversion of the vandalism that occured at the AfD. You are behaving in such a manner that seems to be attempting to troll me by continued action after being warned to leave me alone. I disagree with you plainly that I behaved uncivily. It is not required of me to agree with you. I also consider your warning of me behaving uncivily a personal attack and am removing it. NEWLINE_TOKEN::::::::If you want to find an arbitrator for arguing over nothing, that is directly your next step as per the arbitration guidelines.   NEWLINE_TOKEN:::::::::Leaving a warning template for obviously uncivil behaviour isn't uncivil. Otherwise no one could leave them. Retaliating with that template however is uncivil. I've pointed out the issue with your behaviour, you can correct it or not, but launching a personal attack against me won't help you. As for the AfD you're involved in, I could care less, I have no interest in it. NEWLINE_TOKEN:::::::::And again I'll remind you: You are in charge of how you behave and respond. ``set me up for behaving in an uncivil manner``. If you behave uncivily, its your fault, no one else's. No one has held a gun to your head to force you to act in the manner you are. NEWLINE_TOKEN::::::::::`",,1.0,,False,0,True,False,0,False,0,0.0,0.0,450,0.5555555556,0-0,1,0.11111111109999999,943570c9-d84d-e08c-7b3e-171cc83946aa,x-x,1366,577,1574696755785,,"{""65318338"":87,""65464049"":6,""102763283"":1}",1,,,,"[{""time"":""2019-11-25T15:50:14.354Z""}]",,4.0,,,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbf733b918b9011e181563,000084cbad--5ddbf733b918b9011e181563,019ad1deb2425197b72f0b1cb9b5bfbb,APPROVED,2019-11-25T15:45:55.272,2019-11-25T15:54:32.719,2019-11-25T15:54:32.719,0.09,8702893,attack,258.569,258.569,,2,0,False,2,6
article,2006,test,0.8,65318338,blocked,"`NEWLINE_TOKENNEWLINE_TOKEN=response to your nasty personal attacks, Blockader and Blah=NEWLINE_TOKEN'You people are unbelievable in your ignorance and the ease to which you get brainwashed by subversive propaganda.NEWLINE_TOKEN# Learn to read. I said that Paine and Jefferson came up with the ideas for a minarchist government whereby the freedom and equality of the people would  be protected. Have you read Paine and Jefferson? You are attacking the wrong men. If you want to rightfully attack an American forefather attack Alexander Hamilton and James Madison, and others.NEWLINE_TOKEN# I never said they were anarchists. I do say, though that Jefferson expressed his admiration for anarchism. If he had suggested it at a congressional meeting he probably would have been shot or lynched or they just would have impeached him. (Something that many of them wanted to do anyway.)NEWLINE_TOKEN# Being patriotic to your country and anarchism are not mutually exclusive. Sounds like you have been reading too much Communist propaganda. Communists just love to subvert governments and China is trying to subvert this one right now. I personally would love to overthrow the fascist-socialist state we're in right now and get back our freedom. But Maoism is not something I would have in mind in the way of freedom.NEWLINE_TOKEN# Blah and Bockade, since you think you know the ideologies that are best for me, let me find one for you. Hmm, maybe subverting your current government into a dictatorshiptotalitarian state would be appropriate. Or perhaps, as you are incapable of reading comprehension or the most rudimentary thought, working in a convenience store, rather than editing what used to be an encyclopedia would be a good idea for you. Or maybe, how about going and fucking yourself. Now, after having  baited me with your ignorant and idiotic comments, go running to the admins and report me for PAing you, thereby proving beyond any shadow of a doubt how unanarchistic yet socialistic you really are.NEWLINE_TOKENNEWLINE_TOKEN::Apparantly, Aaron this article is the way you'' want it to be, just to get some accuracy into your last comment.NEWLINE_TOKENNEWLINE_TOKEN:::Intangible, thanks for your support and for your intelligent comment.  `",,1.0,,True,1,True,True,1,False,0,0.15,0.05,348,0.7,1-1,1,0.1,943570c9-d84d-e08c-7b3e-171cc83946aa,x-x,1366,577,1574696755785,,"{""65318338"":87,""65464049"":6,""102763283"":1}",0,,,,"[{""time"":""2019-11-25T15:52:06.470Z""},{""time"":""2019-11-25T15:52:09.196Z""},{""time"":""2019-11-25T15:52:10.484Z""}]",,4.0,,,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbf733b918b9011e181563,000084cbad--5ddbf733b918b9011e181563,019ad1deb2425197b72f0b1cb9b5bfbb,APPROVED,2019-11-25T15:45:55.272,2019-11-25T15:54:32.719,2019-11-25T15:54:32.719,0.09,8702893,attack,116.13,116.13,,2,0,False,2,87
article,2007,test,0.11111111109999999,102763283,blocked,"`NEWLINE_TOKENNEWLINE_TOKEN``Multiple editors on this page have repeatedly stated their opinion that this information is not relevant because it is not notable in Gordimer's life. Editors who feel this material should be included need to respond to the various reasons offered why it is not, at this point, notable. The onus is on the editor(s) seeking inclusion of the material. lquilter ``NEWLINE_TOKENNEWLINE_TOKENThree or four editors have censored the section in question; ten have maintained it. The three or four are very loud and aggressive, and claim to represent a consensus; that is just the  rhetorical trick known as bandwagoning (claiming that one's opinion represents the popular will, in order to con new people into adopting it, and thus bring about a self-fulfilling prophecy).NEWLINE_TOKENNEWLINE_TOKENBut consider this. The censors became so smug that they inspired me to do some research a day or two ago (see my earlier note for date). It took me only minutes to learn that all whites are being targeted as part of a campaign of state-sanctioned racial expropriation and genocide. And so, the significance of the attack on Gordimer actually resides within a context that is staggeringly larger and more important than I had previously known. And yet, the censors are unmoved by this news. Imagine if the races were reversed. They would be shouting from the rooftops about the attack. But they do not want anyone to know about the South African genocide. Apparently, some cases of genocide are more equal than others.NEWLINE_TOKENNEWLINE_TOKEN``Editors who feel this material should be included need to respond to the various reasons offered why it is not, at this point, notable.``NEWLINE_TOKENNEWLINE_TOKENAs lquilter well knows, I have responded many times. He is simply trying to rewrite history.NEWLINE_TOKENNEWLINE_TOKEN``The onus is on the editor(s) seeking inclusion of the material.`` NEWLINE_TOKENNEWLINE_TOKENThe heck it is. You and your two or three comrades have repeatedly deleted what nine people had worked on, before I ever came along. As you well know, I only got involved in this, because I was disgusted by your censorship; I still am. It is you and your comrades who must justify your campaign to suppress all mention of this horrible incident, and the campaign out of which it grew.NEWLINE_TOKEN `",1.0,,,False,0,False,True,1,False,0,0.11111111109999999,0.0,367,0.0,0-1,1,0.0,943570c9-d84d-e08c-7b3e-171cc83946aa,x-x,1366,577,1574696755785,,"{""65318338"":87,""65464049"":6,""102763283"":1}",maybe,,,,"[{""time"":""2019-11-25T15:54:29.021Z""}]",,4.0,,0-1,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbf733b918b9011e181563,000084cbad--5ddbf733b918b9011e181563,019ad1deb2425197b72f0b1cb9b5bfbb,APPROVED,2019-11-25T15:45:55.272,2019-11-25T15:54:32.719,2019-11-25T15:54:32.719,0.09,8702893,attack,138.537,138.537,,2,0,False,2,1
article,2005,train,0.11111111109999999,30818245,blocked,"`NEWLINE_TOKENNEWLINE_TOKENIn the past there was no such nation as ``Germany``. It consisted of literally hundreds of states, some kingdoms, some duchies, some simply a city. Over the centuries these states fought against each other, allied with each other, and even absorbed each other. Each state was a proper country, and so such names as ``Brandenburg``, ``Saxony``, ``Hanover`` etc defined national groupsm and cultures. It wasn't until 1871 that Gertmany became one country, and even then some regions(eg Austria) weren't invluded. Since 1871 terms like ``Hanoverian`` and ``Bavarian`` no longer refer to national identities because they're all just ``German`` or ``Deutsch``. However, if a foreign non-German people were to suddenly use the name of say 'Bavaria' as their national identity, and call their non-German language and culture ``Bavarian`` ALL Germans would take offense to it. This is something of a no-brainer. In exactly the same way, there used to be literally hundreds of separate Greek nations, varying greatly in size, power, culture, and other things. They fought both with and against eaxh other. Today however there is a single Greek state which does not include all the historical Greek lands. However if a foreign non-Greek people were to try and appropriate a regional name that is indisputably Greek(like with Nacedonia) it will understandably anger ALL Greeks. Because Macedonia was one of those hundreds of Greek regional states. What's more today more than 80 per cent of Macedon proper is within the Greek boundaries, and not FYROM's boundaries. So thus FYROM has no legitimate claim to use the name ``Macedonia``, except to describe its southern regions like Bitola and Ochrid(sp?) in a historical context....... Kurt Stein`",1.0,,,False,0,False,True,1,False,0,0.0,0.11111111109999999,274,0.0,0-1,1,0.0,0facdd6e-0a01-200d-efd7-5df8b7787d1d,0-1,360,447,1574696891236,,"{""30818245"":14,""65318338"":36,""65464049"":91}",0,,,,"[{""time"":""2019-11-25T15:48:58.867Z""}]",,6.0,,0-1,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbf7b6b7cf68011f5e393a,000084cbad--5ddbf7b6b7cf68011f5e393a,77bc56e735b8ed98d4945ae626387bae,APPROVED,2019-11-25T15:48:06.604,2019-11-25T15:52:11.011,2019-11-25T15:52:11.011,0.09,8702893,attack,47.631,47.631,,4,0,True,6,14
article,2006,test,0.8,65318338,blocked,"`NEWLINE_TOKENNEWLINE_TOKEN=response to your nasty personal attacks, Blockader and Blah=NEWLINE_TOKEN'You people are unbelievable in your ignorance and the ease to which you get brainwashed by subversive propaganda.NEWLINE_TOKEN# Learn to read. I said that Paine and Jefferson came up with the ideas for a minarchist government whereby the freedom and equality of the people would  be protected. Have you read Paine and Jefferson? You are attacking the wrong men. If you want to rightfully attack an American forefather attack Alexander Hamilton and James Madison, and others.NEWLINE_TOKEN# I never said they were anarchists. I do say, though that Jefferson expressed his admiration for anarchism. If he had suggested it at a congressional meeting he probably would have been shot or lynched or they just would have impeached him. (Something that many of them wanted to do anyway.)NEWLINE_TOKEN# Being patriotic to your country and anarchism are not mutually exclusive. Sounds like you have been reading too much Communist propaganda. Communists just love to subvert governments and China is trying to subvert this one right now. I personally would love to overthrow the fascist-socialist state we're in right now and get back our freedom. But Maoism is not something I would have in mind in the way of freedom.NEWLINE_TOKEN# Blah and Bockade, since you think you know the ideologies that are best for me, let me find one for you. Hmm, maybe subverting your current government into a dictatorshiptotalitarian state would be appropriate. Or perhaps, as you are incapable of reading comprehension or the most rudimentary thought, working in a convenience store, rather than editing what used to be an encyclopedia would be a good idea for you. Or maybe, how about going and fucking yourself. Now, after having  baited me with your ignorant and idiotic comments, go running to the admins and report me for PAing you, thereby proving beyond any shadow of a doubt how unanarchistic yet socialistic you really are.NEWLINE_TOKENNEWLINE_TOKEN::Apparantly, Aaron this article is the way you'' want it to be, just to get some accuracy into your last comment.NEWLINE_TOKENNEWLINE_TOKEN:::Intangible, thanks for your support and for your intelligent comment.  `",,1.0,,True,1,True,True,1,False,0,0.15,0.05,348,0.7,1-1,1,0.1,0facdd6e-0a01-200d-efd7-5df8b7787d1d,x-x,360,447,1574696891236,,"{""30818245"":14,""65318338"":36,""65464049"":91}",0,,,,"[{""time"":""2019-11-25T15:50:00.852Z""}]",,6.0,,,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbf7b6b7cf68011f5e393a,000084cbad--5ddbf7b6b7cf68011f5e393a,77bc56e735b8ed98d4945ae626387bae,APPROVED,2019-11-25T15:48:06.604,2019-11-25T15:52:11.011,2019-11-25T15:52:11.011,0.09,8702893,attack,61.985,61.985,,4,0,False,6,36
user,2006,train,0.6666666667,65464049,blocked,"`Sockpuppet or not, which I don't see any sockpuppet tags on, its still not an excuse for uncivil behaviour. There is no excuse for uncivil behaviour. NEWLINE_TOKEN::::::Of course it doesn't have sockpuppet tags on. It's brand new, created for the sole purpose of vandalization. It's somebody breaking the rules. And BTW, I was not being uncivil. It wasn't a threat, it was a very specific promise of how I would follow up with his continued disruption, and I will.  You are being uncivil by continuing to harrass me, and also unreasonable in thinking somehow a sockpuppet created for the sole intention of vandalization actually can have its feelings hurt. This is what I would at this point consider the end of the discussion. Anything else would be a sign of uncivility.  NEWLINE_TOKEN:::::::I'm not being remotely uncivil. I left a message and asked you not to be. You've now continued your uncivil behaviour by blanking warnings from your talk page. Promise or threat amounts to the same uncivil behaviour. There was no reason to threaten them with an IP ban. NEWLINE_TOKEN::::::::You are attacking me with warnings and attempting to set me up for behaving in an uncivil manner so you can complain about me, probably to subvert the vote for deletion against the Michael Everson article. You responded to my warning the vandal about his vandalism so quickly, it raises my suspicion that it may be in retaliation for my very quick reversion of the vandalism that occured at the AfD. You are behaving in such a manner that seems to be attempting to troll me by continued action after being warned to leave me alone. I disagree with you plainly that I behaved uncivily. It is not required of me to agree with you. I also consider your warning of me behaving uncivily a personal attack and am removing it. NEWLINE_TOKEN::::::::If you want to find an arbitrator for arguing over nothing, that is directly your next step as per the arbitration guidelines.   NEWLINE_TOKEN:::::::::Leaving a warning template for obviously uncivil behaviour isn't uncivil. Otherwise no one could leave them. Retaliating with that template however is uncivil. I've pointed out the issue with your behaviour, you can correct it or not, but launching a personal attack against me won't help you. As for the AfD you're involved in, I could care less, I have no interest in it. NEWLINE_TOKEN:::::::::And again I'll remind you: You are in charge of how you behave and respond. ``set me up for behaving in an uncivil manner``. If you behave uncivily, its your fault, no one else's. No one has held a gun to your head to force you to act in the manner you are. NEWLINE_TOKEN::::::::::`",,1.0,,False,0,True,False,0,False,0,0.0,0.0,450,0.5555555556,0-0,1,0.11111111109999999,0facdd6e-0a01-200d-efd7-5df8b7787d1d,x-x,360,447,1574696891236,,"{""30818245"":14,""65318338"":36,""65464049"":91}",maybe,,,,"[{""time"":""2019-11-25T15:52:10.528Z""}]",,6.0,,,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbf7b6b7cf68011f5e393a,000084cbad--5ddbf7b6b7cf68011f5e393a,77bc56e735b8ed98d4945ae626387bae,APPROVED,2019-11-25T15:48:06.604,2019-11-25T15:52:11.011,2019-11-25T15:52:11.011,0.09,8702893,attack,129.676,129.676,,4,0,False,6,91
article,2006,test,0.8,65318338,blocked,"`NEWLINE_TOKENNEWLINE_TOKEN=response to your nasty personal attacks, Blockader and Blah=NEWLINE_TOKEN'You people are unbelievable in your ignorance and the ease to which you get brainwashed by subversive propaganda.NEWLINE_TOKEN# Learn to read. I said that Paine and Jefferson came up with the ideas for a minarchist government whereby the freedom and equality of the people would  be protected. Have you read Paine and Jefferson? You are attacking the wrong men. If you want to rightfully attack an American forefather attack Alexander Hamilton and James Madison, and others.NEWLINE_TOKEN# I never said they were anarchists. I do say, though that Jefferson expressed his admiration for anarchism. If he had suggested it at a congressional meeting he probably would have been shot or lynched or they just would have impeached him. (Something that many of them wanted to do anyway.)NEWLINE_TOKEN# Being patriotic to your country and anarchism are not mutually exclusive. Sounds like you have been reading too much Communist propaganda. Communists just love to subvert governments and China is trying to subvert this one right now. I personally would love to overthrow the fascist-socialist state we're in right now and get back our freedom. But Maoism is not something I would have in mind in the way of freedom.NEWLINE_TOKEN# Blah and Bockade, since you think you know the ideologies that are best for me, let me find one for you. Hmm, maybe subverting your current government into a dictatorshiptotalitarian state would be appropriate. Or perhaps, as you are incapable of reading comprehension or the most rudimentary thought, working in a convenience store, rather than editing what used to be an encyclopedia would be a good idea for you. Or maybe, how about going and fucking yourself. Now, after having  baited me with your ignorant and idiotic comments, go running to the admins and report me for PAing you, thereby proving beyond any shadow of a doubt how unanarchistic yet socialistic you really are.NEWLINE_TOKENNEWLINE_TOKEN::Apparantly, Aaron this article is the way you'' want it to be, just to get some accuracy into your last comment.NEWLINE_TOKENNEWLINE_TOKEN:::Intangible, thanks for your support and for your intelligent comment.  `",,1.0,,True,1,True,True,1,False,0,0.15,0.05,348,0.7,1-1,1,0.1,9d9f6b39-e64a-8b48-4650-5a0f06ad73be,1-1,1366,614,1574696927236,,"{""65318338"":73,""65464049"":128,""251469734"":0}",1,,,,"[{""time"":""2019-11-25T15:54:01.646Z""}]",,1.0,,,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbf7dcb918b9011e181fc4,000084cbad--5ddbf7dcb918b9011e181fc4,86b09893b81e47a5054f7963600aba13,APPROVED,2019-11-25T15:48:44.680,2019-11-25T15:54:09.549,2019-11-25T15:54:09.549,0.09,8702893,attack,36.742,36.742,,3,0,True,3,73
user,2006,train,0.6666666667,65464049,blocked,"`Sockpuppet or not, which I don't see any sockpuppet tags on, its still not an excuse for uncivil behaviour. There is no excuse for uncivil behaviour. NEWLINE_TOKEN::::::Of course it doesn't have sockpuppet tags on. It's brand new, created for the sole purpose of vandalization. It's somebody breaking the rules. And BTW, I was not being uncivil. It wasn't a threat, it was a very specific promise of how I would follow up with his continued disruption, and I will.  You are being uncivil by continuing to harrass me, and also unreasonable in thinking somehow a sockpuppet created for the sole intention of vandalization actually can have its feelings hurt. This is what I would at this point consider the end of the discussion. Anything else would be a sign of uncivility.  NEWLINE_TOKEN:::::::I'm not being remotely uncivil. I left a message and asked you not to be. You've now continued your uncivil behaviour by blanking warnings from your talk page. Promise or threat amounts to the same uncivil behaviour. There was no reason to threaten them with an IP ban. NEWLINE_TOKEN::::::::You are attacking me with warnings and attempting to set me up for behaving in an uncivil manner so you can complain about me, probably to subvert the vote for deletion against the Michael Everson article. You responded to my warning the vandal about his vandalism so quickly, it raises my suspicion that it may be in retaliation for my very quick reversion of the vandalism that occured at the AfD. You are behaving in such a manner that seems to be attempting to troll me by continued action after being warned to leave me alone. I disagree with you plainly that I behaved uncivily. It is not required of me to agree with you. I also consider your warning of me behaving uncivily a personal attack and am removing it. NEWLINE_TOKEN::::::::If you want to find an arbitrator for arguing over nothing, that is directly your next step as per the arbitration guidelines.   NEWLINE_TOKEN:::::::::Leaving a warning template for obviously uncivil behaviour isn't uncivil. Otherwise no one could leave them. Retaliating with that template however is uncivil. I've pointed out the issue with your behaviour, you can correct it or not, but launching a personal attack against me won't help you. As for the AfD you're involved in, I could care less, I have no interest in it. NEWLINE_TOKEN:::::::::And again I'll remind you: You are in charge of how you behave and respond. ``set me up for behaving in an uncivil manner``. If you behave uncivily, its your fault, no one else's. No one has held a gun to your head to force you to act in the manner you are. NEWLINE_TOKEN::::::::::`",,1.0,,False,0,True,False,0,False,0,0.0,0.0,450,0.5555555556,0-0,1,0.11111111109999999,9d9f6b39-e64a-8b48-4650-5a0f06ad73be,0-0,1366,614,1574696927236,,"{""65318338"":73,""65464049"":128,""251469734"":0}",0,,,,"[{""time"":""2019-11-25T15:53:24.904Z""}]",,1.0,,,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbf7dcb918b9011e181fc4,000084cbad--5ddbf7dcb918b9011e181fc4,86b09893b81e47a5054f7963600aba13,APPROVED,2019-11-25T15:48:44.680,2019-11-25T15:54:09.549,2019-11-25T15:54:09.549,0.09,8702893,attack,131.134,131.134,,3,0,True,3,128
user,2008,train,0.6,251469734,blocked,"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN== wikipedia's censorship ==NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENI looked up Bash Back (The sodomite terrorist group that attacked the Church in Michigan) on wikipedia  (http://en.wikipedia.org/wiki/Bash_Back) just to see what liberal bias they would have. Under the section ``Antifascist action at 2008 Milwaukee Pridefest`` Wakopedia says ``In response, Bash Back! Milwaukee planned a confrontation of the hate group.`` the ``hate group they are talking about is the NAZIs but then if the NAZIs are a hate group then Bash back must also be a hate group so I edited it to say ``In response, The hate group Bash Back! Milwaukee planned a confrontation of the hate group.``NEWLINE_TOKENNEWLINE_TOKENSince they also didn't have any topic for the new terrorist attack on the church I added a few lines & was attacked by the Admins. So they added the following paragraphNEWLINE_TOKEN2008 Disruption at Mt. Hope Church in Lansing, MINEWLINE_TOKENNEWLINE_TOKENBash Back! members disrupted a Sunday sermon at Mt. Hope Church in Lansing, Michigan on November 9th, 2008. They dropped a banner in the church, threw thousands of fliers, made out in front of the congregation, yelled ``Jesus was a Homo``, pulled the fire alarm and initiated pro-gay chants. Mt. Hope is an Assemblies of God church which holds and promotes ``ex-gay`` events and preaches that homosexuality is a sin.NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENI edited the first line of the paragraph to read ``Christaphobic Bash Back! members disrupted.... & added the following footnote NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN``Christphobia (from Greek Christós: Messiah; phóbos: fear, phobia) is an irrational fear of, aversion to, or discrimination against Christianity.``NEWLINE_TOKENNEWLINE_TOKENI took the defanition word for wors from Wakopedia's definition for Homophobia & just changed the Homo/Christos & Homo/ Christian parts.NEWLINE_TOKENNEWLINE_TOKENFor this I received the following note from the adminNEWLINE_TOKENNEWLINE_TOKENThis is the last warning you will receive for your disruptive edits, such as those you made to Bash Back. If you vandalize Wikipedia again, you will be blocked from editing. Please maintain a neutral point of view. ukexpat (talk) NEWLINE_TOKENNEWLINE_TOKENFunny how liberals love to censor everyone & then call us evil`",1.0,,,True,1,False,True,1,False,0,0.0,0.0,328,0.4,1-1,1,0.2,9d9f6b39-e64a-8b48-4650-5a0f06ad73be,x-x,1366,614,1574696927236,,"{""65318338"":73,""65464049"":128,""251469734"":0}",0,,,,"[{""time"":""2019-11-25T15:51:13.770Z""}]",,1.0,,1-1,,,,,,,,,,,,,,https://toloka.yandex.ru/task/8702893/000084cbad--5ddbf7dcb918b9011e181fc4,000084cbad--5ddbf7dcb918b9011e181fc4,86b09893b81e47a5054f7963600aba13,APPROVED,2019-11-25T15:48:44.680,2019-11-25T15:54:09.549,2019-11-25T15:54:09.549,0.09,8702893,attack,146.534,146.534,,3,0,False,3,0
